Champ;Balise;Version code reçu;Code reçu;Libellé reçu;Version code transmis;Code à transmettre;Libellé à transmettre;VALIDATION ANSC;VALIDATION ANS;Observation;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.02.00;Difficultés respiratoires;1.9;M31.11 ;Difficultés respiratoires;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.02.01;Respiration bruyante;1.9;M31.12;Difficultés respiratoires - Respiration bruyante;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.02.02;Difficultés respiratoires avec sueurs ou altération de conscience;1.9;M31.13;Difficultés respiratoires - Sueurs et/ou troubles de conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.02.03;Difficultés respiratoires sans signe de gravité;1.9;M31.19;Difficultés respiratoires - Difficultés respiratoires sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.03.00;Autres problèmes respiratoires;1.9;M31.91;Autres problème respiratoire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.03.01;Problème isolé d'appareillage respiratoire ou canule ;1.9;M31.92;Autres problème respiratoire - Problème isolé d appareillage respiratoire ou canule;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.03.02;Corps étranger expulsé des poumons;1.9;M31.93;Autres problème respiratoire - Corps étranger expulsé;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.03.03;Problème respiratoire avec obstruction partielle;1.9;M31.94;Autres problème respiratoire - Obstruction partielle;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.03.04;Autres problème respiratoire sans signe de gravité;1.9;M31.99;Autres problème respiratoire - Autres problème respiratoire sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.00.00;Problème neurologique;1.9;M32.00;Neurologie;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.01.00;Suspicion AVC / AIT;1.9;M32.01;Suspicion AVC / AIT;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.01.01;Suspicion AVC / AIT avec trouble de conscience ;1.9;M32.02;Suspicion AVC / AIT - Avec troubles de la conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.01.02;Suspicion AVC / AIT sans céphalée ou vomissement ni trouble de la conscience;1.9;M32.01;Suspicion AVC / AIT;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.01.03;Suspicion AVC / AIT avec disparition des signes d'AVC à l'appel;1.9;M32.05;Suspicion AVC / AIT - Avec disparition des signes associés à l‘AVC au moment de l‘appel;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.02.00;Convulsions persistantes;1.9;M32.11;Convulsions persistantes;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.03.00;Convulsion ;1.9;M32.21;Convulsions;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.03.01;Convulsions chez une femme enceinte ;1.9;M32.22;Convulsions - Chez la femme enceinte;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.03.02;Convulsions avec fièvre chez l'enfant;1.9;M32.25;Convulsions - Hyperthermiques de l‘enfant;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.03.03;En cours de réveil après convulsions;1.9;M32.24;Convulsions - Réveil après convulsions;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.04.00;Trouble de la conscience ;1.9;M32.31;Trouble de la conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.04.01;Trouble de la conscience chez un diabétique;1.9;M32.32;Trouble de la conscience - Chez le diabétique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.04.02;Trouble de la conscience avec perte de connaissance initiale;1.9;M32.34;Trouble de la conscience - Avec perte de connaissance initiale;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.04.03;Somnolent et capable de parler ou de répondre à des ordres simples;1.9;M32.35;Trouble de la conscience - Somnolent et capable de parler ou de répondre à des ordres simples;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.04.04;Confusion, désorientation;1.9;M32.36;Trouble de la conscience - Confusion, désorientation;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.04.05;Autre trouble de la conscience sans signe de gravité;1.9;M32.39;Trouble de la conscience - Trouble de la conscience sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.05.00;Malaise;1.9;M32.51;Malaise;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.05.01;Malaise sans signe de gravité;1.9;M32.57;Malaise - Malaise sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.05.02;Malaise au cours d'un effort;1.9;M32.52;Malaise - Malaise d effort;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.05.03;Malaise avec perte de connaissance initiale;1.9;M32.54;Malaise - Avec perte de connaissance initiale;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.05.04;Malaise avec trouble de la conscience;1.9;M32.55;Malaise - Avec trouble de la conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.06.00;Autre motif neurologique ;1.9;M32.91;Autre motif neurologique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.06.01;Céphalées isolées;1.9;M32.92;Autre motif neurologique - Céphalées;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.06.02;Céphalées avec vomissement;1.9;M32.95;Autre motif neurologique - Céphalées avec vomissement;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M12.06.03;Autre motif neurologique sans signe de gravité;1.9;M32.99;Autre motif neurologique - Autre motif neurologique sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.00.00;Traumatisme;1.9;M41.00;Traumatisme;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.01.00;Personne restant à terre suite à une chute;1.9;M41.01;Personne restant à terre suite à une chute;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.02.00;Polytraumatisme / traumatisme sévère;1.9;M41.11;Suspicion de victime polytraumatisé;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.03.00;Traumatisme tête / cou;1.9;M41.21;Traumatisme tête / cou;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.03.01;Traumatisme tête / cou avec perte de connaissance initiale ou troubles de la conscience;1.9;M41.22;Traumatisme tête - cou - Avec perte de connaissance ou troubles de la la conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.03.02;Traumatisme tête / cou sans signe de gravité;1.9;M41.29;Traumatisme tête - cou - Trauma tête / cou sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.04.00;Traumatisme thorax;1.9;M41.31;Traumatisme thorax;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.04.01;Traumatisme thorax avec gêne respiratoire;1.9;M41.32;Traumatisme thorax avec gêne respiratoire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.04.02;Traumatisme thorax sans signe de gravité;1.9;M41.39;Traumatisme thorax sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.05.00;Traumatisme abdomen / bassin;1.9;M41.32;Traumatisme abdomen / bassin;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.05.01;Traumatisme abdomen / bassin violent;1.9;M41.42;Traumatisme abdomen / bassin violent;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.05.02;Traumatisme abdomen / bassin sans signe de gravité;1.9;M41.49;Traumatisme abdomen / bassin sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.06.00;Traumatisme membres;1.9;M41.51;Traumatisme membres;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.06.01;Traumatisme membre avec amputation;1.9;M41.52;Traumatisme membre avec amputation;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.06.02;Fracture ouverte de membre;1.9;M41.53;Fracture ouverte de membre;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.06.03;Fracture fermée de membre;1.9;M41.54;Fracture fermée de membre;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.06.04;Traumatisme avec déformation de membre;1.9;M41.55;Traumatisme membres - déformation;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.06.05;Traumatisme de membres sans signe de gravité;1.9;M41.59;Traumatisme membres - Traumatisme de membres sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.07.00;Traumatisme doigts - orteils;1.9;M41.61;Traumatisme doigts - orteils;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.07.01;Traumatisme doigts / orteils avec amputation;1.9;M41.62;Traumatisme doigts - orteils - Amputation;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.07.02;Fracture ouverte de doigts / orteils ;1.9;M41.64;Traumatisme doigts - orteils - Fracture ouverte;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.07.03;Fracture fermée doigts / orteils ;1.9;M41.65;Traumatisme doigts - orteils - Fracture fermée;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.07.04;Traumatisme doigts / orteils  avec déformation;1.9;M41.66;Traumatisme doigts - orteils - Déformation;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M13.07.05;Traumatisme doigts / orteils  sans signe de gravité;1.9;M41.69;Traumatisme doigts - orteils - Traumatisme de doigt - orteil sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.00.00;Plaies;1.9;M45.00;Plaies;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.01.00;Plaie pénétrante;1.9;M45.01;Pénétrante;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.01.01;Plaie pénétrante étendue;1.9;M45.02;Etendue;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.01.02;Plaies pénétrantes multiples;1.9;M45.03;Multiples;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.01.03;Plaie grave du crâne (scalp);1.9;M45.05;Plaie grave du crâne (scalp);OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.01.04;Plaie grave du visage;1.9;M45.06;Plaie grave du visage;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.01.05;Plaie grave du cou;1.9;M45.07;Plaie grave du cou;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.01.06;Plaie grave du thorax - abdomen;1.9;M45.08;Plaie grave du thorax - abdomen;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.01.07;Plaie grave avec pâleur/soif/prostration;1.9;M45.09;Pâleur, soif, prostation;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.02.00;Morsure;1.9;M45.31;Morsure;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.02.01;Morsure grave;1.9;M45.32;Morsure - Morsure grave;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M14.02.02;Morsure sans signe de gravité;1.9;M45.33;Morsure - Morsure sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.00.00;Brûlures;1.9;M46.00;Brûlures;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.01.00;Brûlure thermique;1.9;M46.01;Brûlure thermique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.01.01;Brûlure thermique grave (étendue / circulaire / tronc / face / cou);1.9;M46.02;Brûlure thermique - Brûlure étendue / circulaire ou tronc / face / cou;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.01.02;Brûlure thermique à l'œil;1.9;M46.03;Brûlure thermique - Brûlure à l‘oeil;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.01.03;Brûlure thermique sans signe de gravité;1.9;M46.09;Brûlure thermique - Brûlure thermique sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.02.00;Brûlure chimique;1.9;M46.11;Brûlure chimique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.02.01;Brûlure chimique grave (étendue / circulaire / tronc / face / cou);1.9;M46.12;Brûlure chimique - Brûlure étendue / circulaire ou tronc / face / cou;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.02.02;Brûlure à l'œil;1.9;M46.13;Brûlure chimique - Brûlure à l‘oeil;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.02.03;Brûlure chimique sans signe de gravité;1.9;M46.19;Brûlure chimique - Brûlure chimique sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.03.00;Gelure;1.9;M46.21;Gelure;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.03.01;Gelure grave;1.9;M46.22;Gelure - Gelure grave;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M15.03.02;Gelure sans signe de gravité;1.9;M46.29;Gelure - Gelure sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.00.00;Intoxication;1.9;M50.00;Intoxication;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.01.00;Intoxication au CO / fumées;1.9;M50.11;Intoxication au CO / fumées;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.01.01;Intoxication au CO / fumées avec convulsions / troubles de la conscience;1.9;M50.12;Intoxication au CO / fumées - Avec convulsions / troubles de la conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.01.02;Intoxication au CO / fumées avec vomissements, céphalées;1.9;M50.15;Intoxication au CO / fumées - Vomissements, céphalées;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.01.03;Intoxication au CO / fumées sans signe de gravité;1.9;M50.16;Intoxication au CO / fumées - Sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.02.00;Intoxication éthylique / prise de stupéfiants ;1.9;M50.21;Intoxication éthylique ou prise de stupéfiants;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.02.01;Intoxication éthylique / prise de stupéfiants avec convulsions ou coma;1.9;M50.22;Intoxication éthylique ou prise de stupéfiants - Convulsions et/ou coma;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.02.02;Intoxication éthylique / prise de stupéfiants avec somnolence;1.9;M50.25;Intoxication éthylique ou prise de stupéfiants - Somnolence;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.02.03;Intoxication éthylique / prise de stupéfiants sans signe de gravité;1.9;M50.29;Intoxication éthylique ou prise de stupéfiants - Sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.03.00;Intoxication médicamenteuse ;1.9;M50.31;Médicamenteuse;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.03.01;Intoxication médicamenteuse avec convulsions ou coma;1.9;M50.32;Médicamenteuse - Convulsions et/ou coma;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.03.02;Intoxication médicamenteuse avec détresse respiratoire ;1.9;M50.33;Médicamenteuse - Détresse respiratoire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.03.03;Intoxication médicamenteuse avec somnolence;1.9;M50.35;Médicamenteuse - Somnolence;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.03.04;Intoxication médicamenteuse sans signe de gravité;1.9;M50.39;Médicamenteuse - Sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.04.00;Intoxication chimique / venimeuse;1.9;M50.51;Chimiques / venimeuses;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.04.01;Intoxication chimique / venimeuse avec convulsions / troubles de la conscience;1.9;M50.52;Chimiques / venimeuses - Avec convulsions / troubles de la conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.04.02;Intoxication chimique / venimeuse avec détresse respiratoire ou toux;1.9;M50.53;Chimiques / venimeuses - Détresse respiratoire et/ou toux;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M16.04.03;Intoxication chimique / venimeuse sans signe de gravité;1.9;M50.54;Chimiques / venimeuses - Sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.00.00;Douleurs;1.9;M60.00;Douleurs;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.01.00;Céphalées;1.9;M60.01;Céphalées;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.01.01;Céphalées avec troubles de conscience;1.9;M60.03;Céphalées - Avec troubles de conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.01.02;Céphalées chez la femme enceinte;1.9;M60.05;Céphalées - Céphalées chez la femme enceinte;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.01.03;Céphalées sans signe de gravité;1.9;M60.08;Céphalées - Sans signe de gravité identifiée;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.02.00;Douleurs abdominales ;1.9;M60.21;Douleurs abdominales;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.02.01;Douleurs abdominales sans signe de gravité;1.9;M60.26;Douleurs abdominales - Sans signe de gravité identifiée;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.03.00;Douleur thoracique ;1.9;M60.31;Douleur thoracique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.03.01;Douleur thoracique  -  cas d'usage n°1;1.9;M60.31;Douleur thoracique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.03.02;Douleur thoracique  -  cas d'usage n°2;1.9;M60.31;Douleur thoracique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.03.03;Douleur thoracique  - cas d'usage n°3;1.9;M60.31;Douleur thoracique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.04.00;Douleurs ostéoarticulaires ;1.9;M60.51;Douleurs ostéoarticulaires;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.04.01;Douleurs ostéoarticulaires ou de membre;1.9;M60.53;Douleurs ostéoarticulaires - Douleur de membre;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.04.02;Douleur ostéoarticulaire sans signe de gravité;1.9;M50.59;Douleurs ostéoarticulaires - Douleur ostéoarticulaire sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.05.00;Autres douleurs ;1.9;M60.91;Autres douleurs;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.05.01;Douleurs dentaires;1.9;M60.92;Autres douleurs - Douleurs dentaires;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.05.02;Douleurs oculaires;1.9;M60.93;Autres douleurs - Douleurs oculaires;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.05.03;Douleurs ORL (nez / gorge / oreilles);1.9;M60.94;Autres douleurs - Douleurs ORL (nez, gorge, oreilles);OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M17.05.04;Autres douleurs sans signe de gravité;1.9;M60.96;Autres douleurs - Sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.00.00;Accouchement / problème obstétrique;1.9;M80.00;Accouchement / problème obstétrique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.01.00;Accouchement réalisé ou imminent;1.9;M80.01;Accouchement réalisé ou imminent;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.01.01;Accouchement imminent avec bébé visible;1.9;M80.02;Accouchement réalisé ou imminent - Partie du bébé est visible;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.01.02;Accouchement réalisé;1.9;M80.01;Accouchement réalisé ou imminent;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.01.03;Accouchement imminent - Sent le bébé descendre ou envie de pousser;1.9;M80.04;Accouchement réalisé ou imminent - Sent le bébé descendre / Envie de pousser;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.01.04;Accouchement imminent - Contractions < 5 min avec ou sans perte des eaux;1.9;M80.05;Accouchement réalisé ou imminent - Contractions < 5 min avec ou sans perte des eaux;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.01.05;Accouchement imminent - Contractions entre 5 et 10 min avec ou sans perte des eaux;1.9;M80.06;Accouchement réalisé ou imminent - Contractions entre 5 et 10 min avec ou sans perte des eaux;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.01.06;Accouchement imminent - Perte des eaux;1.9;M80.07;Accouchement réalisé ou imminent - Perte des eaux;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.01.07;Accouchement imminent - Contractions et hémorragies;1.9;M80.08;Accouchement réalisé ou imminent - Contractions et hémorrgies;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.02.00;Autre problème obstétrical ;1.9;M80.11;Autre problème obstétrical;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.02.01;Saignement / hémorragie au décours d'une grossesse;1.9;M80.12;Autre problème obstétrical - Saignement / hémorragie pour une grossesse;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.02.02;Douleurs abdominales chez une femme enceinte;1.9;M80.13;Autre problème obstétrical - Douleurs abdominales de la femme enceinte;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.02.03;Autre problème obstétrical  avec saignement / hémorragie ;1.9;M80.14;Autre problème obstétrical - Saignement / hémorragie;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.02.04;Problème obstétrical avec anomalie de résultat biologique;1.9;M80.15;Autre problème obstétrical - Anomalie de résultat biologique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M18.02.05; Autre problème obstétrical sans signe de gravité;1.9;M80.19;Autre problème obstétrical - Autre problème obstétrical sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.00.00;Autres affections;1.9;M90.00;Autres affections;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.01.00;Accident exposition aux risques biologiques;1.9;M90.01;Accident exposition aux risques biologiques;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.02.00;Allergies;1.9;M90.11;Allergies;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.02.01;Allergies avec gonflement du visage, du cou ou modification de la voix;1.9;M90.12;Allergies - Avec gonflement du visage, du cou, modification de la voix;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.02.02;Allergies avec sensation de malaise / problème digestif;1.9;M90.13;Allergies - Avec sensation de malaise/problème digestif;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.02.03;Allergies avec éruption généralisée;1.9;M90.14;Allergies - Avec éruption généralisée;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.02.04;Allergies  avec perte de connaissance initiale ou altération de la inconscience;1.9;M90.16;Allergies - Avec perte de connaissance initiale ou inconscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.02.05;Allergies avec difficultés respiratoires;1.9;M90.17;Allergies - Avec difficultés respiratoires;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.02.06;Allergies sans signe de gravité;1.9;M90.19;Allergies - Allergie sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.03.00;Anomalie de la glycémie;1.9;M90.21;Anomalie de la glycémie;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.04.00;Demande de conseil médical ou ordonnance;1.9;M90.31;Demande de conseil médical ou ordonnance;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.05.00;Fièvre;1.9;M90.41;Fièvre;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.06.00;Trouble digestif;1.9;M90.51;Trouble digestif;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.06.01;Trouble digestif avec hémorragie digestive;1.9;M90.52;Trouble digestif - Avec hémorragie digestive;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.06.02;Trouble digestif avec trouble du transit (diarrhée / vomissement);1.9;M90.53;Trouble digestif - Avec trouble digestif;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.06.03;Problème de poche digestive;1.9;M90.54;Trouble digestif - Problème de poche digestive;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M19.06.04;Trouble digestif sans douleur;1.9;M90.55;Trouble digestif - Sans douleur;OK;OK;;;;;;
