code;label_n1;label_n2;label_n3;description;commentaire
/MAT/CM/MEDICN/BLOOD;Matériel;Consommable;Sang; Le liquide rouge circulant dans les artères et les veines de l'homme et des animaux supérieurs, par lequel les tissus sont constamment nourris et renouvelés.;
/MAT/CM/MEDICN/BNDDR;Matériel;Consommable;Bandages/pansements; Matériel médical appliqué pour couvrir et protéger une blessure.;
/MAT/CM/MEDICN/KTMINE;Matériel;Consommable;Kétamine; Un médicament anesthésique et analgésique, également utilisé (de manière illicite) comme hallucinogène.;
/MAT/CM/MEDICN/MORFIN;Matériel;Consommable;Morphine; Un médicament analgésique et narcotique obtenu à partir de l'opium et utilisé médicalement pour soulager la douleur.;
/MAT/CM/MEDICN/WTRMED;Matériel;Consommable;Eau, propre à un usage médical; H2O qui a été filtrée et traitée pour éliminer les poisons ou les toxines nuisibles pour les humains et qui a également été stérilisée pour pouvoir être utilisée à des fins médicales.;
/MAT/CM/PPE/CBRNKIT;Matériel;Consommable;Kit CBRN; L'équipement personnel et/ou les fournitures médicales délivrés à une personne pour la protection contre la contamination ou l'exposition nucléaire, biologique ou chimique.;
/MAT/CM/PPE/CLOTH;Matériel;Consommable;Vêtements de Protection; Vêtements de protection;
/MAT/CM/PPE/RESP;Matériel;Consommable;Protection Respiratoire; Protection respiratoire;
/MAT/CM/PPE/SURCOT;Matériel;Consommable;Surcot; Pièce spécialisée de vêtement utilisée pour assurer une grande visibilité du porteur et identifier un rôle fonctionnel sur le site de l'incident.;
/MAT/CM/PPE/CLOTH/CHEMCL;Matériel;Consommable;Vêtements de Protection Chimique; Vêtements de protection chimique;
/MAT/CM/PPE/CLOTH/FFCLO;Matériel;Consommable;Vêtements contre les Incendies de Forêt (y compris un type spécial de bottes et de casques);;
/MAT/CM/PPE/CLOTH/FKIT;Matériel;Consommable;Kit Anti-incendie; Vêtements de lutte contre l'incendie structurels, y compris des bottes, des gants, un casque, une tunique et des jambières.;
/MAT/CM/PPE/CLOTH/CHEMCL/CHEMB;Matériel;Consommable;Bottes Chimiques; Équipement de protection individuelle utilisé pour protéger les pieds lors du travail dans des environnements dangereux.;
/MAT/CM/PPE/CLOTH/CHEMCL/CHEMG;Matériel;Consommable;Gants Chimiques; Équipement de protection individuelle utilisé pour protéger les mains lors du travail dans des environnements dangereux.;
/MAT/CM/PPE/CLOTH/CHEMCL/GASSU;Matériel;Consommable;Combi-étanche au gaz; Équipement de protection individuelle spécialisé utilisé en conjonction avec un appareil respiratoire dans certains environnements dangereux offrant le plus haut niveau de protection individuelle.;
/MAT/CM/PPE/CLOTH/CHEMCL/LIQSU;Matériel;Consommable;Combi-étanche aux liquides; Équipement de protection individuelle spécialisé utilisé dans certains environnements dangereux conçu pour résister à la pénétration des liquides.;
/MAT/CM/PPE/CLOTH/CHEMCL/SPLASU;Matériel;Consommable;Combi-étanche aux éclaboussures; Équipement de protection individuelle spécialisé utilisé dans certains environnements dangereux pour offrir une protection et faciliter la décontamination.;
/MAT/CM/PPE/CLOTH/CHEMCL/TEMPSU;Matériel;Consommable;Tissu de Protection Haute Température; Équipement de protection individuelle spécialisé utilisé dans certains environnements dangereux conçu pour résister à des températures extrêmes.;
/MAT/EQ/CBRN;Matériel;Équipement;Équipement CBRN; Équipement CBRN;
/MAT/EQ/ELC;Matériel;Équipement;Équipement Électronique; Équipement électronique;
/MAT/EQ/ENG;Matériel;Équipement;Équipement d'Ingénierie; Équipement d'ingénierie;
/MAT/EQ/OTH;Matériel;Équipement;Autre Équipement; Autre équipement;
/MAT/EQ/POLICE;Matériel;Équipement;Équipement Spécifique de la Police; Équipement spécifique de la police;
/MAT/EQ/CBRN/ABICHM;Matériel;Équipement;Détecteur Automatique de Produits Chimiques et Biologiques; Un système automatisé de détection et d'alarme chimique et biologique sans surveillance.;
/MAT/EQ/CBRN/ABIDET;Matériel;Équipement;Détecteur Automatique de Produits Biologiques; Un système automatisé de détection et d'alarme biologique sans surveillance.;
/MAT/EQ/CBRN/ACHDET;Matériel;Équipement;Détecteur Automatique de Produits Chimiques; Un système automatisé de détection et d'alarme chimique sans surveillance.;
/MAT/EQ/CBRN/ARDDET;Matériel;Équipement;Détecteur Automatique de Radiations; Un détecteur de radiations sans surveillance.;
/MAT/EQ/CBRN/BIOINT;Matériel;Équipement;Détecteur Biologique Intégré; Un système intégré de détection, d'alarme et d'identification biologique.;
/MAT/EQ/CBRN/BIOSTO;Matériel;Équipement;Système de Détection à Distance de Produits Biologiques; Un détecteur capable de détecter à distance une contamination biologique.;
/MAT/EQ/CBRN/CBRNDEC;Matériel;Équipement;Véhicule de Décontamination CBRN; Un véhicule équipé principalement pour décontaminer des personnes ou de l'équipement contaminés par une exposition CBRN.;
/MAT/EQ/CBRN/CBRNREC;Matériel;Équipement;Véhicule de Reconnaissance CBRN; Un véhicule équipé principalement pour effectuer une observation visuelle ou d'autres méthodes de détection, d'informations sur une zone potentiellement contaminée par un événement CBRN.;
/MAT/EQ/CBRN/CHMMON;Matériel;Équipement;Moniteur de Produits Chimiques; Un détecteur chimique portable.;
/MAT/EQ/CBRN/MSSPTR;Matériel;Équipement;Spectromètre de Masse; Un appareil utilisé pour enregistrer et mesurer les spectres de masse des particules, notamment en tant que méthode d'analyse.;
/MAT/EQ/CBRN/RDSPTR;Matériel;Équipement;Spectromètre de Radiations; Un appareil utilisé pour enregistrer et mesurer les spectres d'énergie des radiations, notamment en tant que méthode d'analyse.;
/MAT/EQ/ELC/AMTRAD;Matériel;Équipement;Dispositif de Radio Amateur; La transmission et la réception d'ondes électromagnétiques radiofréquences en tant que moyen de communication, généralement en tant que passe-temps.;
/MAT/EQ/ELC/C3I;Matériel;Équipement;C3I; Équipement spécialement conçu pour être utilisé pour C3I (Command, Control, Communications, and Intelligence - Commandement, Contrôle, Communications et Renseignement).;
/MAT/EQ/ELC/COMSYS;Matériel;Équipement;Système de Communication; Un terme pour désigner l'équipement permettant au personnel de communiquer. Cela inclurait les systèmes de sonorisation, les dispositifs de radiodiffusion, les systèmes d'échange téléphonique, les systèmes de radiodiffusion vidéo, les systèmes de recherche de personnes, etc.;
/MAT/EQ/ELC/COMVEH;Matériel;Équipement;Véhicule de Communication; Un véhicule équipé de dispositifs de communication.;
/MAT/EQ/ELC/MULTIRE;Matériel;Équipement;Dispositif d'Enregistrement Multimédia (et équipement de transmission, y compris la vidéosurveillance); Un dispositif d'enregistrement multimédia avec équipement de transmission, y compris la vidéosurveillance.;
/MAT/EQ/ELC/NAV;Matériel;Équipement;Navigation; Un groupe d'équipements et/ou d'instruments de navigation interreliés conçus pour aider au déplacement d'un point à un autre.;
/MAT/EQ/ELC/NAVRAD;Matériel;Équipement;Radar de Navigation; Un radar utilisé pour surveiller les paramètres en mouvement d'un navire.;
/MAT/EQ/ELC/OTH;Matériel;Équipement;Autre (à suivre); Autre (à continuer);
/MAT/EQ/ELC/POWGN;Matériel;Équipement;Générateur d'Énergie; Unité portable utilisée pour générer de l'électricité.;
/MAT/EQ/ELC/RIDD;Matériel;Équipement;Dispositif de Détection à Distance des Intrusions; Un terme pour décrire un équipement utilisé pour détecter des objets se déplaçant dans une zone d'intérêt ou à l'intérieur de celle-ci.;
/MAT/EQ/ELC/SEN;Matériel;Équipement;Capteur; Un dispositif qui détecte ou mesure une propriété physique et enregistre, indique ou répond d'une autre manière à cette propriété. (sous-types à définir);
/MAT/EQ/ELC/SONAR;Matériel;Équipement;Sonar - Système de Navigation et de Localisation par Son; Un dispositif sonique utilisé principalement pour la détection et la localisation sous-marine.;
/MAT/EQ/ELC/THIMC;Matériel;Équipement;Caméras d'Images Thermiques; Équipement thermique spécialisé utilisé pour repérer les sources de chaleur lors d'incidents.;
/MAT/EQ/ELC/VIBRA;Matériel;Équipement;Vibraphone; Équipement électronique utilisé lors des opérations de recherche et de sauvetage d'urgence pour détecter tout son émis par le personnel éventuellement piégé.;
/MAT/EQ/ELC/COMSYS/MEGPHN;Matériel;Équipement;Megaphone; Dispositif portable, généralement tenu à la main, en forme d'entonnoir, dont l'application est d'envoyer la voix naturelle d'une personne dans une direction ciblée à des fins spécifiques (de Wikipédia).;
/MAT/EQ/ELC/COMSYS/PAGER;Matériel;Équipement;Système de Pager; Un dispositif de télécommunication personnel simple pour les messages courts. Un pager numérique unidirectionnel ne peut recevoir qu'un message composé de quelques chiffres.;
/MAT/EQ/ELC/COMSYS/PMRRDIO;Matériel;Équipement;Système de Radio PMR; Les radios mobiles privées (PMR) au Royaume-Uni et radios mobiles terrestres (LMR) en Amérique du Nord sont des systèmes de communication radio de terrain qui utilisent des radios portables, mobiles, de base et des consoles de répartition, et sont parfois basés sur des normes telles que MPT-1327, TETRA, TETRAPOL et APCO 25 qui sont conçues pour être utilisées spécifiquement par des organisations spécifiques (de Wikipédia).;
/MAT/EQ/ELC/COMSYS/PUBADD;Matériel;Équipement;Système de Sonorisation; Système d'amplification électronique avec mélangeur, amplificateur et haut-parleurs, utilisé pour renforcer un son donné et distribuer le 'son' au grand public autour d'un bâtiment (de Wikipédia).;
/MAT/EQ/ELC/COMSYS/RDBRCT;Matériel;Équipement;Équipement de Radiodiffusion; Équipement de transmission d'informations à un public relativement large, utilisant les fréquences radio AM et/ou FM.;
/MAT/EQ/ENG/BRIDGG;Matériel;Équipement;Pontage; Équipement conçu pour traverser des lacunes et d'autres obstacles.;
/MAT/EQ/ENG/CNSTVE;Matériel;Équipement;Véhicule de Construction; Un véhicule utilisé dans l'industrie de la construction.;
/MAT/EQ/ENG/CONST;Matériel;Équipement;Construction; Équipement et ressources utilisés pour construire une installation.;
/MAT/EQ/ENG/DOZER;Matériel;Équipement;Bulldozer; Un tracteur à chenilles lourd équipé d'une large lame en acier à l'avant, utilisé pour éliminer les obstacles, niveler les surfaces inégales, etc.;
/MAT/EQ/ENG/ERTHMV;Matériel;Équipement;Engin de Terrassement; Un véhicule conçu pour l'excavation ou le déplacement de grandes quantités de terre.;
/MAT/EQ/ENG/FIRFGT;Matériel;Équipement;Extinction d'Incendie; Un véhicule conçu pour transporter des pompiers et de l'équipement sur les lieux d'un incident.;
/MAT/EQ/ENG/INTEL;Matériel;Équipement;Équipement de Renseignement (surveillance, etc.); Équipement de renseignement (surveillance, etc.).;
/MAT/EQ/ENG/MINECL;Matériel;Équipement;Déminage; Équipement dont le but est de retirer ou de détruire des mines.;
/MAT/EQ/ENG/MINEDT;Matériel;Équipement;Détection de Mines; Équipement dont le but est de détecter la présence de mines.;
/MAT/EQ/ENG/MINEMR;Matériel;Équipement;Balisage de Champ de Mines; Équipement utilisé pour délimiter un champ de mines.;
/MAT/EQ/ENG/WPNPRT;Matériel;Équipement;Armes et Protection contre les Armes; Armes et protection contre les armes;
/MAT/EQ/ENG/FIRFGT/BRHTAP;Matériel;Équipement;Appareil de Respiration; Équipement autonome utilisé pour maintenir la vie du porteur lorsqu'il pénètre dans une atmosphère non respirable.;
/MAT/EQ/ENG/FIRFGT/CEAR;Matériel;Équipement;Cellule d'Assistance Respiratoire; Cellule d'assistance respiratoire;
/MAT/EQ/ENG/FIRFGT/CEC;Matériel;Équipement;Cellule de Compression; Cellule de compression;
/MAT/EQ/ENG/FIRFGT/CECH;Matériel;Équipement;Cellule d'Intervention Chimique; Cellule d'intervention chimique;
/MAT/EQ/ENG/FIRFGT/CEEV;Matériel;Équipement;Cellule d'Éclairage et de Ventilation; Cellule d'éclairage et de ventilation;
/MAT/EQ/ENG/FIRFGT/CEM;Matériel;Équipement;Cellule d'Émulsion; Cellule d'émulsion;
/MAT/EQ/ENG/FIRFGT/CEPC;Matériel;Équipement;Cellule de Commandement et de Contrôle; Cellule de commandement et de contrôle;
/MAT/EQ/ENG/FIRFGT/CEPO;Matériel;Équipement;Cellule de Poudre; Cellule de poudre;
/MAT/EQ/ENG/FIRFGT/CEPOL;Matériel;Équipement;Cellule Antipollution; Cellule antipollution;
/MAT/EQ/ENG/FIRFGT/CER;Matériel;Équipement;Cellule d'Intervention en Radioactivité; Cellule d'intervention en radioactivité;
/MAT/EQ/ENG/FIRFGT/CESD;Matériel;Équipement;Cellule de Sauvetage et de Déblai; Cellule de sauvetage et de déblai;
/MAT/EQ/ENG/FIRFGT/GRDMON;Matériel;Équipement;Moniteur au Sol; Section terrestre pour l'application de grandes quantités d'eau ou de mousse sur un incendie.;
/MAT/EQ/ENG/FIRFGT/MPR;Matériel;Équipement;Pompe motorisée sur une Remorque; Pompe mobile utilisée dans les opérations de lutte contre les incendies pour le déplacement de l'eau depuis n'importe quel endroit donné vers les lieux de l'incident. Elle sert également à évacuer l'eau des zones inondées.;
/MAT/EQ/ENG/FIRFGT/RAR;Matériel;Équipement;Poste Médical Avancé; Poste Médical Avancé;
/MAT/EQ/ENG/FIRFGT/UMIR;Matériel;Équipement;Unité Mobile d'Intervention Chimique; Unité mobile d'intervention chimique;
/MAT/EQ/ENG/FIRFGT/VAMUR;Matériel;Équipement;Unité Mobile d'Intervention en Radioactivité; Unité mobile d'intervention en radioactivité;
/MAT/EQ/ENG/INTEL/CAMERA;Matériel;Équipement;Caméra; Dispositif utilisé pour capturer des images sous forme de photographies fixes.;
/MAT/EQ/ENG/INTEL/CCTVCM;Matériel;Équipement;Caméra de Vidéosurveillance; La vidéosurveillance en circuit fermé est l'utilisation de caméras vidéo pour transmettre un signal à un ensemble spécifique de moniteurs. Les systèmes de vidéosurveillance peuvent fonctionner en continu ou uniquement au besoin pour surveiller un événement particulier, par exemple, une surveillance.;
/MAT/EQ/ENG/INTEL/CDVDOG;Matériel;Équipement;Chien de Cadavre; Entraîné à détecter l'odeur de corps en décomposition.;
/MAT/EQ/ENG/INTEL/FSPDCM;Matériel;Équipement;Caméra de Vitesse Fixe; Un système comprenant une caméra et un dispositif de contrôle de véhicule utilisé pour détecter et identifier les véhicules en infraction avec la limite de vitesse ou toute autre exigence légale en matière de circulation routière.;
/MAT/EQ/ENG/INTEL/FTFLCM;Matériel;Équipement;Caméra de Feu Rouge Fixe; Utilisée pour détecter les véhicules qui traversent une ligne d'arrêt ou un emplacement d'arrêt désigné après l'affichage d'un feu rouge.;
/MAT/EQ/ENG/INTEL/PSPDCM;Matériel;Équipement;Caméra de Vitesse Portable; Caméra de Vitesse Portable;
/MAT/EQ/ENG/INTEL/TCKDOG;Matériel;Équipement;Chien de Poursuite; Localiser des suspects ou retrouver des personnes ou des objets disparus.;
/MAT/EQ/ENG/WPNPRT/BALVST;Matériel;Équipement;Gilet Pare-balles; Un élément d'armure qui absorbe l'impact des projectiles tirés par des armes à feu et des fragments explosifs tirés vers le torse.;
/MAT/EQ/ENG/WPNPRT/BATON;Matériel;Équipement;Matraque; Type d'arme contondante;
/MAT/EQ/ENG/WPNPRT/ENFDOG;Matériel;Équipement;Chien de Maintien de l'Ordre Public; Un chien utilisé pour maintenir l'ordre public en poursuivant et en retenant des suspects.;
/MAT/EQ/ENG/WPNPRT/FIREARM;Matériel;Équipement;Arme à Feu; Un dispositif qui peut être utilisé comme arme et qui tire soit un seul projectile, soit plusieurs projectiles propulsés à grande vitesse par les gaz produits par une combustion rapide d'une charge propulsive.;
/MAT/EQ/ENG/WPNPRT/HNDCUF;Matériel;Équipement;Menottes; Un dispositif de retenue conçu pour attacher étroitement les poignets d'un individu.;
/MAT/EQ/ENG/WPNPRT/OFFPRT;Matériel;Équipement;Protection de l'Officier; Protection de l'Officier;
/MAT/EQ/ENG/WPNPRT/PRSCNT;Matériel;Équipement;Contrôle des Prisonniers; Contrôle des Prisonniers;
/MAT/EQ/OTH/BLNKT;Matériel;Équipement;Couverture; Un grand morceau rectangulaire de tissu doux, souvent avec des bords cousus, utilisé notamment pour se réchauffer comme couverture de lit.;
/MAT/EQ/OTH/CONTNR;Matériel;Équipement;Conteneur; Un récipient dans lequel un matériau est retenu ou transporté.;
/MAT/EQ/OTH/CUTING;Matériel;Équipement;Équipement de Coupe; Équipement spécialisé utilisé pour la coupe - cela peut être manuel, hydraulique, à air comprimé ou électrique. Equipamento Corte (Portugal).;
/MAT/EQ/OTH/TANK;Matériel;Équipement;Réservoir; Un grand réceptacle ou chambre de stockage, notamment pour les liquides ou les gaz.;
/MAT/EQ/OTH/TENT;Matériel;Équipement;Tente; Un abri portable en peaux, en toile, en plastique ou similaire, supporté par un ou plusieurs poteaux ou un cadre et souvent fixé par des cordes attachées à des piquets dans le sol.;
/MAT/EQ/OTH/WATPUR;Matériel;Équipement;Purificateur d'Eau; Dispositif utilisé pour obtenir de l'eau pure, exempte de tout élément qui la dégrade, la pollue, l'altère ou la contamine.;
/MAT/EQ/POLICE/BRTEST;Matériel;Équipement;Contrôle Routier — Test d'Alcoolémie; Dispositif utilisé pour mesurer le taux d'alcool dans l'haleine d'un conducteur et évaluer si la quantité est supérieure à la limite légale.;
/MAT/EQ/POLICE/CONE;Matériel;Équipement;Contrôle Routier — Cône; Objet en plastique ou en caoutchouc en forme de cône utilisé comme marqueur temporaire ou barrière routière, par exemple pour fermer une partie d'une route après un accident.;
/MAT/EQ/POLICE/LAMP;Matériel;Équipement;Contrôle Routier — Lampe; Contrôle Routier — Lampe;
/MAT/EQ/POLICE/STINGER;Matériel;Équipement;Contrôle Routier — Herse; Dispositif couvert de pointes et pouvant être jeté sur la route pour crever les pneus d'une automobile.;
/MAT/EQ/POLICE/TORCH;Matériel;Équipement;Lampe-Torche; Un projecteur électrique portable ou une lampe de poche.;
/MAT/EQ/POLICE/UNFRMC;Matériel;Équipement;Article de Uniforme — Vêtement; Article de Uniforme — Vêtement;
/MAT/EQ/POLICE/UNFRMN;Matériel;Équipement;Article de Uniforme — Non Vêtement; Article de Uniforme — Non Vêtement;
/MAT/VEH/AIRCRF;Matériel;Véhicule;Avion; Avion;
/MAT/VEH/HORSE;Matériel;Véhicule;Cheval; Employé pour des tâches spécialisées allant de la patrouille des parcs au maintien de l'ordre en cas d'émeute.;
/MAT/VEH/RAILVE;Matériel;Véhicule;Véhicules à Wagons; Véhicules ferroviaires;
/MAT/VEH/ROADVE;Matériel;Véhicule;Véhicules Routiers; Véhicules routiers;
/MAT/VEH/VESSEL;Matériel;Véhicule;Navires; Navires;
/MAT/VEH/AIRCRF/AIRTRS;Matériel;Véhicule;Transport Aérien; Transport par voie aérienne;
/MAT/VEH/AIRCRF/CMDCTL;Matériel;Véhicule;Avion de Commandement et de Contrôle; Un avion conçu et équipé pour permettre à un commandant d'exercer l'autorité et la direction sur les forces assignées et rattachées dans l'accomplissement de la mission.;
/MAT/VEH/AIRCRF/HEL;Matériel;Véhicule;Hélicoptère; Porte-hélicoptères.;
/MAT/VEH/AIRCRF/HELCMD;Matériel;Véhicule;Hélicoptère de Commandement et de Contrôle; Un hélicoptère conçu et équipé pour permettre à un commandant d'exercer l'autorité et la direction sur les forces assignées et rattachées dans l'accomplissement de la mission.;
/MAT/VEH/AIRCRF/HELMED;Matériel;Véhicule;Hélicoptère d'Évacuation Médicale; Un hélicoptère conçu et équipé pour effectuer une évacuation médicale.;
/MAT/VEH/AIRCRF/HELREC;Matériel;Véhicule;Hélicoptère de Reconnaissance; Hélicoptère utilisé à des fins de reconnaissance.;
/MAT/VEH/AIRCRF/MEDEVC;Matériel;Véhicule;Avion d'Évacuation Médicale; Un avion conçu et équipé pour effectuer une évacuation médicale.;
/MAT/VEH/AIRCRF/PLANE;Matériel;Véhicule;Avion; Porte-avions;
/MAT/VEH/AIRCRF/POLHEL;Matériel;Véhicule;Hélicoptère de Police; Communément utilisé pour le contrôle de la circulation, le soutien au sol, les opérations de recherche et de sauvetage, les poursuites de voitures à grande vitesse et le maintien de l'ordre en cas d'émeute. Normalement équipé de variantes telles que la vision nocturne, les caméras de surveillance et l'infrarouge.;
/MAT/VEH/AIRCRF/RECCE;Matériel;Véhicule;Avion de Reconnaissance; Un avion utilisé à des fins de reconnaissance.;
/MAT/VEH/AIRCRF/SAR;Matériel;Véhicule;Avion de Recherche et de Sauvetage; Un avion conçu et équipé pour rechercher et ramener toute personne ou groupe de personnes perdus ou incapables.;
/MAT/VEH/AIRCRF/TANKER;Matériel;Véhicule;Avion-citerne; Un avion utilisé pour transporter de l'eau en vrac, notamment pour la lutte contre les incendies de forêt.;
/MAT/VEH/AIRCRF/UAV;Matériel;Véhicule;Véhicule aérien sans pilote; Un aéronef sans pilote qui effectue sa mission en étant contrôlé depuis un endroit distant via une liaison de communication.;
/MAT/VEH/RAILVE/LCMDSE;Matériel;Véhicule;Locomotive, Diesel/Électrique; Une locomotive qui utilise un moteur diesel pour produire de l'électricité pour le moteur électrique qui alimente la locomotive en énergie de traction.;
/MAT/VEH/RAILVE/LCMDSL;Matériel;Véhicule;Locomotive Diesel; Une locomotive qui utilise des moteurs diesel comme source d'énergie de traction.;
/MAT/VEH/RAILVE/LCMELC;Matériel;Véhicule;Locomotive Électrique; Une locomotive qui utilise des moteurs électriques comme source d'énergie de traction, l'électricité étant fournie par une source externe, généralement via un pantographe (câble électrique aérien).;
/MAT/VEH/RAILVE/LCMSTM;Matériel;Véhicule;Locomotive à Vapeur; Une locomotive qui utilise le principe du chauffage de l'eau au-dessus de son point d'ébullition pour produire de la vapeur, l'expansion dans un récipient hermétiquement clos devenant la source d'énergie de la locomotive.;
/MAT/VEH/RAILVE/LCMTND;Matériel;Véhicule;Locomotive à Tender; Un tender de locomotive est utilisé pour transporter du charbon et de l'eau pour une locomotive à vapeur lorsqu'il ne fait pas partie intégrante de la conception de la locomotive.;
/MAT/VEH/RAILVE/LCMTVE;Matériel;Véhicule;Locomotive; Un moteur détachable monté sur roues utilisé pour tirer des trains.;
/MAT/VEH/RAILVE/RLDEQP;Matériel;Véhicule;Équipement Ferroviaire; Équipement mobile qui utilise des rails pour se déplacer, par exemple, les grues de chantier naval.;
/MAT/VEH/RAILVE/RLLSTK;Matériel;Véhicule;Matériel Roulant; Terme générique pour les wagons, qu'ils soient de voyageurs, de marchandises ou spécialisés, qui sont utilisés pour former un train.;
/MAT/VEH/RAILVE/TRAM;Matériel;Véhicule;Tramway; Un véhicule de transport de passagers qui circule sur des rails le long de routes, avec un minimum de travaux de terrassement, généralement alimenté par l'électricité provenant de câbles aériens via un pantographe.;
/MAT/VEH/RAILVE/WGNART;Matériel;Véhicule;Wagon Transporteur Articulé; Matériel roulant spécialement conçu pour transporter un camion articulé par rail (par exemple EUROSTAR).;
/MAT/VEH/RAILVE/WGNBRK;Matériel;Véhicule;Wagon de Frein; Matériel roulant utilisé pour aider au contrôle d'un train formé, qui, lorsqu'il est utilisé, est doté d'appareils de freinage auxiliaires et manuels.;
/MAT/VEH/RAILVE/WGNCAR;Matériel;Véhicule;Wagon de Transport de Voitures; Matériel roulant spécialement conçu pour transporter des voitures civiles ou militaires par voie ferrée (par exemple EURORAIL).;
/MAT/VEH/RAILVE/WGNCRG;Matériel;Véhicule;Wagon de Marchandises (à parois) ; Matériel roulant utilisé pour déplacer des équipements ou des marchandises en boîtes ou en palettes, et fermé par des portes fixes coulissantes ou articulées.;
/MAT/VEH/RAILVE/WGNCSS;Matériel;Véhicule;Wagon de Marchandises à Parois Coulissantes; Matériel roulant utilisé pour déplacer des équipements ou des marchandises en boîtes ou en palettes, et fermé par des panneaux latéraux à rideaux coulissants.;
/MAT/VEH/RAILVE/WGNCTL;Matériel;Véhicule;Wagon de Bétail; Matériel roulant utilisé pour déplacer du bétail par voie ferrée.;
/MAT/VEH/RAILVE/WGNFLB;Matériel;Véhicule;Wagon à Plateau; Matériel;
/MAT/VEH/RAILVE/WGNFUL;Matériel;Véhicule;Wagon, carburant en vrac; Matériel roulant utilisé pour transporter du carburant en vrac par voie ferrée. (Également souvent appelé wagons-citernes.);
/MAT/VEH/RAILVE/WGNHPR;Matériel;Véhicule;Wagon, trémie; Matériel roulant utilisé pour transporter des matériaux en vrac en vrac par voie ferrée et déchargé par gravité à travers des portes inférieures. (Les minéraux ou les denrées alimentaires, par exemple les céréales, sont des marchandises typiques.);
/MAT/VEH/RAILVE/WGNISO;Matériel;Véhicule;Wagon, conteneur(s) ISO; Matériel roulant utilisé pour déplacer des conteneurs ISO standard, qu'il s'agisse de conteneurs simples ou multiples.;
/MAT/VEH/RAILVE/WGNLQD;Matériel;Véhicule;Wagon, liquide; Matériel roulant utilisé pour transporter des liquides en vrac par voie ferrée.;
/MAT/VEH/RAILVE/WGNMNR;Matériel;Véhicule;Wagon, minéral; Matériel roulant utilisé pour transporter des minéraux en vrac par voie ferrée avec des installations de déchargement des deux côtés.;
/MAT/VEH/RAILVE/WGNOPC;Matériel;Véhicule;Wagon, conteneur ouvert; Matériel roulant utilisé pour déplacer des articles en vrac par voie ferrée.;
/MAT/VEH/RAILVE/WGNPAS;Matériel;Véhicule;Wagon, voyageurs; Matériel roulant utilisé pour le transport de voyageurs.;
/MAT/VEH/RAILVE/WGNRFG;Matériel;Véhicule;Wagon, réfrigéré; Matériel roulant utilisé pour transporter des cargaisons réfrigérées par voie ferrée.;
/MAT/VEH/RAILVE/WGNRPR;Matériel;Véhicule;Wagon, réparation et entretien de voies ferrées; Matériel roulant utilisé pour réparer (remplacer les voies ferrées) ou entretenir la voie ferrée et le lit de la voie.;
/MAT/VEH/RAILVE/WGNSPP;Matériel;Véhicule;Wagon, à usage spécial; Matériel roulant utilisé pour déplacer des charges spécialisées ou surdimensionnées par voie ferrée, par exemple des MBT, d'autres charges surdimensionnées.;
/MAT/VEH/RAILVE/WGNWAT;Matériel;Véhicule;Wagon, eau potable; Matériel roulant utilisé pour transporter de l'eau potable par voie ferrée.;
/MAT/VEH/RAILVE/WGNWFL;Matériel;Véhicule;Wagon, warflat; Matériel roulant utilisé pour transporter des charges militaires spécifiques, par exemple des AIFV (Warrior britannique).;
/MAT/VEH/ROADVE/AMBUL;Matériel;Véhicule;Ambulance; Un véhicule pour le transport de personnes malades, blessées, incapacitées ou blessées.;
/MAT/VEH/ROADVE/AUTOMO;Matériel;Véhicule;Automobile; Un véhicule de passagers automoteur.;
/MAT/VEH/ROADVE/BICYCL;Matériel;Véhicule;Bicyclette; Un véhicule à deux roues maintenu dans un cadre l'une derrière l'autre, propulsé par des pédales et dirigé avec un guidon fixé à la roue avant.;
/MAT/VEH/ROADVE/BUS;Matériel;Véhicule;Autobus; Un grand véhicule routier de transport de passagers.;
/MAT/VEH/ROADVE/CCTRCK;Matériel;Véhicule;Camion tout-terrain; Un véhicule automobile utilisé pour transporter des charges sur de longues distances.;
/MAT/VEH/ROADVE/CRANE;Matériel;Véhicule;Grue; Dispositif de levage mécanique.;
/MAT/VEH/ROADVE/FRFGTN;Matériel;Véhicule;Lutte contre l'incendie; Un véhicule conçu pour transporter des pompiers et leur équipement sur les lieux d'urgence.;
/MAT/VEH/ROADVE/HETVEH;Matériel;Véhicule;Transport d'équipement lourd; Un véhicule conçu pour transporter des articles encombrants ou lourds.;
/MAT/VEH/ROADVE/MAINT;Matériel;Véhicule;Entretien; Un véhicule dont la fonction principale est de fournir des installations de soutien matériel.;
/MAT/VEH/ROADVE/MHVEH;Matériel;Véhicule;Manutention de matériel; Un véhicule dont la fonction principale est de fournir des installations de manutention de matériel.;
/MAT/VEH/ROADVE/MILUV;Matériel;Véhicule;Utilitaire militaire; Un petit véhicule militaire robuste à quatre roues motrices.;
/MAT/VEH/ROADVE/MOTCYC;Matériel;Véhicule;Motocyclette; Un véhicule à deux roues en tandem, automoteur et parfois équipé d'une side-car avec une troisième roue.;
/MAT/VEH/ROADVE/POD;Matériel;Véhicule;Unité portable; Terme utilisé pour décrire un conteneur portable fournissant un équipement ou des installations spécialisés, ou fournissant un logement pour le personnel.;
/MAT/VEH/ROADVE/POLICE;Matériel;Véhicule;Véhicule de police; Terme utilisé pour décrire un véhicule destiné à transporter des ressources et de l'équipement de police.;
